-0.04774,0.0055197,10,2,1
0.0453049,0.0202313,3,2,1
-0.958696,-0.371719,17,2,1
0.000262122,0.159448,3,2,1
0.00402701,-0.116874,4,2,1
0.0683199,-0.0856632,12,2,1
0.164849,-0.0301495,4,2,1
-0.0325375,0.0231754,10,2,1
0.163323,-0.176144,10,2,1
-0.05652,0.0666991,19,2,1
0.00455174,0.0460476,19,2,1
0.0574639,0.10997,11,2,1
-0.00873074,0.00270463,19,2,1
-0.117744,0.00177148,13,2,1
-0.00786117,0.986569,0,2,1
-0.18635,-0.030499,17,2,1
0.0720915,-0.0599133,12,2,1
-0.052344,-0.0574596,12,2,1
-0.0307273,0.211206,11,2,1
-0.0103781,0.0405288,8,2,1
-0.0308229,0.00912412,7,2,1
0.0533865,0.0201865,5,2,1
0.00150984,-0.0115756,1,2,1
0.903776,0.512249,8,2,1
-0.0405007,0.0177494,10,2,1
0.109773,0.152495,14,2,1
0.00341901,0.0262053,16,2,1
0.0780874,0.00444939,1,2,1
0.115059,-0.0233018,6,2,1
-0.00377679,0.980083,0,2,1
-0.0336943,0.00528462,7,2,1
0.145161,0.0219574,16,2,1
0.0148656,-0.0185665,5,2,1
0.0990774,-0.0773724,9,2,1
0.0861463,0.143245,13,2,1
-0.047112,0.015015,4,2,1
0.208898,0.0574546,4,2,1
0.0304705,0.0124307,18,2,1
-0.0874249,-0.0758397,8,2,1
-0.0127945,-0.050065,8,2,1
-0.00146389,-0.0173753,19,2,1
0.0876115,0.128294,1,2,1
-0.0596214,-0.149109,12,2,1
-0.00574932,0.0320334,7,2,1
-0.0524404,-0.111203,10,2,1
-0.0135005,0.0155469,5,2,1
0.0416234,0.0124674,2,2,1
0.00938978,-0.0417502,6,2,1
-0.094502,-0.0200353,11,2,1
0.282105,-0.31681,2,2,1
-0.596514,-0.624727,12,2,1
-0.0261854,0.020766,7,2,1
0.0317558,0.0260054,18,2,1
0.0605422,-0.112312,11,2,1
-0.0567338,0.0193743,7,2,1
-0.0725042,0.0539577,8,2,1
-0.0324326,0.971983,0,2,1
0.877834,0.221399,4,2,1
0.105668,-0.00484553,19,2,1
0.0753177,0.0482127,8,2,1
-0.119835,-0.043843,9,2,1
0.0584868,-0.0491603,4,2,1
0.131144,0.0232207,1,2,1
0.00244491,-0.0531667,1,2,1
-0.193753,-0.0336612,17,2,1
0.0647225,0.113793,11,2,1
-0.0740307,0.0814773,10,2,1
-0.0205651,0.0995812,11,2,1
0.119914,0.0662711,5,2,1
-0.970867,0.272058,1,2,1
-0.0231417,-0.0499903,3,2,1
0.0869774,0.123965,17,2,1
-0.0727438,0.112218,6,2,1
0.0857788,0.119321,14,2,1
0.0461908,0.0518696,19,2,1
-0.152346,0.107346,14,2,1
1.07298,-0.0315721,10,2,1
0.0301289,-0.203595,2,2,1
-0.0264678,0.00376992,15,2,1
-0.0512454,0.0173046,10,2,1
0.0221466,0.0312074,12,2,1
0.00790623,-0.176951,7,2,1
-0.018827,0.0147781,5,2,1
0.0937178,-0.188945,12,2,1
0.00108663,0.0109443,4,2,1
-0.14981,-0.00890422,15,2,1
-0.0777122,0.107348,16,2,1
-0.0583331,0.00680558,13,2,1
-0.174709,-0.00738975,8,2,1
-0.0910577,-0.0282997,15,2,1
-0.0397301,0.0311786,9,2,1
-0.0875517,-0.0328764,19,2,1
-0.0322909,0.0107155,15,2,1
-0.0154818,0.011919,2,2,1
-0.199527,-0.0171356,17,2,1
-0.634749,-0.693696,3,2,1
0.0342492,-0.0174724,2,2,1
-0.0231983,0.00957105,10,2,1
0.00184501,0.0860459,16,2,1
-0.00120126,0.00966927,5,2,1
-0.119044,-0.0866351,17,2,1
0.168277,-0.00538523,1,2,1
0.00779534,-0.042827,2,2,1
0.0230506,0.0822601,17,2,1
0.0323161,-0.0460853,19,2,1
-0.0319624,0.0304614,10,2,1
-0.00706892,-0.0367155,4,2,1
-0.0210113,0.0213694,18,2,1
0.00677053,-0.153878,6,2,1
0.0460751,-0.109853,2,2,1
-0.0197865,-0.158216,4,2,1
0.134667,0.0257291,7,2,1
-0.0548295,0.11209,14,2,1
0.00584162,-0.13157,5,2,1
-0.0333254,-0.398943,17,2,1
-0.0355645,-0.305324,17,2,1
0.00909426,-0.0138902,12,2,1
0.0594623,0.0725503,11,2,1
0.167052,0.0580912,9,2,1
-0.330874,-0.15671,4,2,1
0.032319,-0.0391228,3,2,1
-0.140724,-0.104811,12,2,1
0.0568668,0.00981701,2,2,1
0.22573,0.311431,12,2,1
-0.0302997,0.00477964,16,2,1
0.0132042,-0.0590854,4,2,1
0.0727535,-0.0639766,2,2,1
0.0585162,-0.206235,10,2,1
0.039992,-0.00706361,12,2,1
0.102705,0.191889,1,2,1
0.119714,0.14773,17,2,1
-0.0766447,-0.030902,15,2,1
-0.109642,-0.0879078,16,2,1
-0.0306642,0.0105334,10,2,1
