0.0420175,-0.156499,5,3,2
-0.191832,-0.585899,0,3,2
0.550015,0.159705,4,3,2
-0.355129,0.354168,1,3,2
0.309965,0.297852,9,3,2
-0.397594,-0.0484576,2,3,2
-0.257461,0.483194,1,3,2
-0.169366,-0.171081,3,3,2
-0.273969,0.507058,1,3,2
0.368538,0.351768,4,3,2
-0.171002,-0.199484,3,3,2
0.0666971,-0.132993,5,3,2
-0.102567,-0.23819,3,3,2
0.333024,-0.510011,6,3,2
-0.342377,0.507597,1,3,2
0.0751769,0.457802,7,3,2
-0.443152,-0.0456807,2,3,2
-0.130276,0.0832577,8,3,2
0.208482,-0.413681,6,3,2
0.136569,0.364211,9,3,2
0.557508,0.11788,4,3,2
-0.182228,-0.614898,0,3,2
0.237385,0.357744,9,3,2
-0.352389,0.355702,1,3,2
-0.281064,0.190163,1,3,2
-0.388242,-0.0175843,2,3,2
0.384437,0.279769,4,3,2
-0.144391,-0.225367,3,3,2
-0.212797,0.168851,2,3,2
0.00349017,0.346808,7,3,2
-0.0840755,-0.154902,3,3,2
-0.135996,0.0711644,8,3,2
0.340156,-0.463222,6,3,2
0.131649,0.380242,9,3,2
-0.170051,-0.496372,0,3,2
0.0674701,-0.178269,5,3,2
0.250137,-0.396492,6,3,2
-0.18074,-0.490517,0,3,2
0.0675519,0.356046,7,3,2
0.311393,-0.485035,6,3,2
-0.303362,0.488866,1,3,2
-0.0978781,0.0428506,8,3,2
0.124237,0.39318,7,3,2
0.162974,0.350254,9,3,2
-0.0205194,-0.0403712,3,3,2
0.308169,0.32119,9,3,2
-0.0414828,0.0236345,8,3,2
0.112224,-0.137253,5,3,2
0.000227692,-0.0138916,9,3,2
-0.154266,-0.192692,3,3,2
-0.145022,-0.259227,3,3,2
-0.146966,-0.65173,0,3,2
0.157195,0.462454,7,3,2
0.217201,0.363069,4,3,2
0.290426,0.327574,9,3,2
-0.0658734,0.0825392,8,3,2
-0.100996,-0.65578,0,3,2
0.216533,0.363703,9,3,2
0.527033,0.193509,4,3,2
-0.443883,0.322484,1,3,2
0.51847,0.0517269,4,3,2
0.215444,0.363484,4,3,2
0.198193,-0.367159,6,3,2
-0.18176,-0.608645,0,3,2
0.475852,0.141535,4,3,2
0.0722615,-0.0934683,5,3,2
0.237311,-0.436346,6,3,2
-0.399214,0.413462,1,3,2
-0.0788431,-0.658913,0,3,2
-0.112067,-0.523133,0,3,2
-0.345896,0.230041,1,3,2
0.0745026,0.449024,7,3,2
-0.383593,0.461488,1,3,2
0.287826,-0.469714,6,3,2
-0.109699,-0.186526,3,3,2
-0.169396,-0.579011,0,3,2
-0.384978,0.0324219,2,3,2
-0.336287,0.346541,1,3,2
